FIELDTYPE,MODBUSADDRESS,FIELDSIZE,FIELDNAME,VALUE,TYPE,MANDATORY,R/W,SF,UNIT,SERVERID
Repeating,4890,2,StringEvent1[31],,bitfield32,M,R,,,1
Repeating,4892,2,StringEvent2[31],,bitfield32,O,R,,,1
Repeating,4894,2,VendorStringEventBitfield1[31],,bitfield32,O,R,,,1
Repeating,4896,2,VendorStringEventBitfield2[31],,bitfield32,O,R,,,1
Repeating,4898,1,EnableDisableString[31],,enum16,O,RW,,,1
Repeating,4899,1,ConnectDisconnectString[31],,enum16,O,RW,,,1
Repeating,4900,1,Pad[31],,pad,M,R,,,1
Repeating,4901,1,Pad2[31],,pad,M,R,,,1
Repeating,4902,1,ModuleCount[32],,uint16,M,R,,,1
Repeating,4903,2,StringStatus[32],,bitfield32,M,R,,,1
Repeating,4905,1,ConnectionFailureReason[32],,enum16,O,R,,,1
Repeating,4906,1,StringStateofCharge[32],,uint16,M,R,SoC_SF,%,1
Repeating,4907,1,StringStateofHealth[32],,uint16,O,R,SoH_SF,%,1
Repeating,4908,1,StringCurrent[32],,sint16,M,R,A_SF,A,1
Repeating,4909,1,MaxCellVoltage[32],,uint16,M,R,CellV_SF,V,1
Repeating,4910,1,MaxCellVoltageModule[32],,uint16,O,R,,,1
Repeating,4911,1,MinCellVoltage[32],,uint16,M,R,CellV_SF,V,1
Repeating,4912,1,MinCellVoltageModule[32],,uint16,O,R,,,1
Repeating,4913,1,AverageCellVoltage[32],,uint16,M,R,CellV_SF,V,1
Repeating,4914,1,StrModTmpMax[32],,sint16,M,R,ModTmp_SF,C,1
Repeating,4915,1,StrModTmpMaxMod[32],,uint16,O,R,,,1
Repeating,4916,1,StrModTmpMin[32],,sint16,M,R,ModTmp_SF,C,1
Repeating,4917,1,StrModTmpMinMod[32],,uint16,O,R,,,1
Repeating,4918,1,StrModTmpAvg[32],,sint16,M,R,ModTmp_SF,C,1
Repeating,4919,1,DisabledReason[32],,enum16,O,R,,,1
Repeating,4920,2,ContactorStatus[32],,bitfield32,O,R,,,1
Repeating,4922,2,StringEvent1[32],,bitfield32,M,R,,,1
Repeating,4924,2,StringEvent2[32],,bitfield32,O,R,,,1
Repeating,4926,2,VendorStringEventBitfield1[32],,bitfield32,O,R,,,1
Repeating,4928,2,VendorStringEventBitfield2[32],,bitfield32,O,R,,,1
Repeating,4930,1,EnableDisableString[32],,enum16,O,RW,,,1
Repeating,4931,1,ConnectDisconnectString[32],,enum16,O,RW,,,1
Repeating,4932,1,Pad[32],,pad,M,R,,,1
Repeating,4933,1,Pad2[32],,pad,M,R,,,1
Repeating,4934,1,ModuleCount[33],,uint16,M,R,,,1
Repeating,4935,2,StringStatus[33],,bitfield32,M,R,,,1
Repeating,4937,1,ConnectionFailureReason[33],,enum16,O,R,,,1
Repeating,4938,1,StringStateofCharge[33],,uint16,M,R,SoC_SF,%,1
Repeating,4939,1,StringStateofHealth[33],,uint16,O,R,SoH_SF,%,1
Repeating,4940,1,StringCurrent[33],,sint16,M,R,A_SF,A,1
Repeating,4941,1,MaxCellVoltage[33],,uint16,M,R,CellV_SF,V,1
Repeating,4942,1,MaxCellVoltageModule[33],,uint16,O,R,,,1
Repeating,4943,1,MinCellVoltage[33],,uint16,M,R,CellV_SF,V,1
Repeating,4944,1,MinCellVoltageModule[33],,uint16,O,R,,,1
Repeating,4945,1,AverageCellVoltage[33],,uint16,M,R,CellV_SF,V,1
Repeating,4946,1,StrModTmpMax[33],,sint16,M,R,ModTmp_SF,C,1
Repeating,4947,1,StrModTmpMaxMod[33],,uint16,O,R,,,1
Repeating,4948,1,StrModTmpMin[33],,sint16,M,R,ModTmp_SF,C,1
Repeating,4949,1,StrModTmpMinMod[33],,uint16,O,R,,,1
Repeating,4950,1,StrModTmpAvg[33],,sint16,M,R,ModTmp_SF,C,1
Repeating,4951,1,DisabledReason[33],,enum16,O,R,,,1
Repeating,4952,2,ContactorStatus[33],,bitfield32,O,R,,,1
Repeating,4954,2,StringEvent1[33],,bitfield32,M,R,,,1
Repeating,4956,2,StringEvent2[33],,bitfield32,O,R,,,1
Repeating,4958,2,VendorStringEventBitfield1[33],,bitfield32,O,R,,,1
Repeating,4960,2,VendorStringEventBitfield2[33],,bitfield32,O,R,,,1
Repeating,4962,1,EnableDisableString[33],,enum16,O,RW,,,1
Repeating,4963,1,ConnectDisconnectString[33],,enum16,O,RW,,,1
Repeating,4964,1,Pad[33],,pad,M,R,,,1
Repeating,4965,1,Pad2[33],,pad,M,R,,,1
Repeating,4966,1,ModuleCount[34],,uint16,M,R,,,1
Repeating,4967,2,StringStatus[34],,bitfield32,M,R,,,1
Repeating,4969,1,ConnectionFailureReason[34],,enum16,O,R,,,1
Repeating,4970,1,StringStateofCharge[34],,uint16,M,R,SoC_SF,%,1
Repeating,4971,1,StringStateofHealth[34],,uint16,O,R,SoH_SF,%,1
Repeating,4972,1,StringCurrent[34],,sint16,M,R,A_SF,A,1
Repeating,4973,1,MaxCellVoltage[34],,uint16,M,R,CellV_SF,V,1
Repeating,4974,1,MaxCellVoltageModule[34],,uint16,O,R,,,1
Repeating,4975,1,MinCellVoltage[34],,uint16,M,R,CellV_SF,V,1
Repeating,4976,1,MinCellVoltageModule[34],,uint16,O,R,,,1
Repeating,4977,1,AverageCellVoltage[34],,uint16,M,R,CellV_SF,V,1
Repeating,4978,1,StrModTmpMax[34],,sint16,M,R,ModTmp_SF,C,1
Repeating,4979,1,StrModTmpMaxMod[34],,uint16,O,R,,,1
Repeating,4980,1,StrModTmpMin[34],,sint16,M,R,ModTmp_SF,C,1
Repeating,4981,1,StrModTmpMinMod[34],,uint16,O,R,,,1
Repeating,4982,1,StrModTmpAvg[34],,sint16,M,R,ModTmp_SF,C,1
Repeating,4983,1,DisabledReason[34],,enum16,O,R,,,1
Repeating,4984,2,ContactorStatus[34],,bitfield32,O,R,,,1
Repeating,4986,2,StringEvent1[34],,bitfield32,M,R,,,1
Repeating,4988,2,StringEvent2[34],,bitfield32,O,R,,,1
Repeating,4990,2,VendorStringEventBitfield1[34],,bitfield32,O,R,,,1
Repeating,4992,2,VendorStringEventBitfield2[34],,bitfield32,O,R,,,1
Repeating,4994,1,EnableDisableString[34],,enum16,O,RW,,,1
Repeating,4995,1,ConnectDisconnectString[34],,enum16,O,RW,,,1
Repeating,4996,1,Pad[34],,pad,M,R,,,1
Repeating,4997,1,Pad2[34],,pad,M,R,,,1
Repeating,4998,1,ModuleCount[35],,uint16,M,R,,,1
Repeating,4999,2,StringStatus[35],,bitfield32,M,R,,,1
Repeating,5001,1,ConnectionFailureReason[35],,enum16,O,R,,,1
Repeating,5002,1,StringStateofCharge[35],,uint16,M,R,SoC_SF,%,1
Repeating,5003,1,StringStateofHealth[35],,uint16,O,R,SoH_SF,%,1
Repeating,5004,1,StringCurrent[35],,sint16,M,R,A_SF,A,1
Repeating,5005,1,MaxCellVoltage[35],,uint16,M,R,CellV_SF,V,1
Repeating,5006,1,MaxCellVoltageModule[35],,uint16,O,R,,,1
Repeating,5007,1,MinCellVoltage[35],,uint16,M,R,CellV_SF,V,1
Repeating,5008,1,MinCellVoltageModule[35],,uint16,O,R,,,1
Repeating,5009,1,AverageCellVoltage[35],,uint16,M,R,CellV_SF,V,1
Repeating,5010,1,StrModTmpMax[35],,sint16,M,R,ModTmp_SF,C,1
Repeating,5011,1,StrModTmpMaxMod[35],,uint16,O,R,,,1
Repeating,5012,1,StrModTmpMin[35],,sint16,M,R,ModTmp_SF,C,1
Repeating,5013,1,StrModTmpMinMod[35],,uint16,O,R,,,1
Repeating,5014,1,StrModTmpAvg[35],,sint16,M,R,ModTmp_SF,C,1
Repeating,5015,1,DisabledReason[35],,enum16,O,R,,,1
Repeating,5016,2,ContactorStatus[35],,bitfield32,O,R,,,1
Repeating,5018,2,StringEvent1[35],,bitfield32,M,R,,,1
Repeating,5020,2,StringEvent2[35],,bitfield32,O,R,,,1
Repeating,5022,2,VendorStringEventBitfield1[35],,bitfield32,O,R,,,1
Repeating,5024,2,VendorStringEventBitfield2[35],,bitfield32,O,R,,,1
Repeating,5026,1,EnableDisableString[35],,enum16,O,RW,,,1
Repeating,5027,1,ConnectDisconnectString[35],,enum16,O,RW,,,1
Repeating,5028,1,Pad[35],,pad,M,R,,,1
Repeating,5029,1,Pad2[35],,pad,M,R,,,1
Repeating,5030,1,ModuleCount[36],,uint16,M,R,,,1
Repeating,5031,2,StringStatus[36],,bitfield32,M,R,,,1
Repeating,5033,1,ConnectionFailureReason[36],,enum16,O,R,,,1
Repeating,5034,1,StringStateofCharge[36],,uint16,M,R,SoC_SF,%,1
Repeating,5035,1,StringStateofHealth[36],,uint16,O,R,SoH_SF,%,1
Repeating,5036,1,StringCurrent[36],,sint16,M,R,A_SF,A,1
Repeating,5037,1,MaxCellVoltage[36],,uint16,M,R,CellV_SF,V,1
Repeating,5038,1,MaxCellVoltageModule[36],,uint16,O,R,,,1
Repeating,5039,1,MinCellVoltage[36],,uint16,M,R,CellV_SF,V,1
Repeating,5040,1,MinCellVoltageModule[36],,uint16,O,R,,,1
Repeating,5041,1,AverageCellVoltage[36],,uint16,M,R,CellV_SF,V,1
Repeating,5042,1,StrModTmpMax[36],,sint16,M,R,ModTmp_SF,C,1
Repeating,5043,1,StrModTmpMaxMod[36],,uint16,O,R,,,1
Repeating,5044,1,StrModTmpMin[36],,sint16,M,R,ModTmp_SF,C,1
Repeating,5045,1,StrModTmpMinMod[36],,uint16,O,R,,,1
Repeating,5046,1,StrModTmpAvg[36],,sint16,M,R,ModTmp_SF,C,1
Repeating,5047,1,DisabledReason[36],,enum16,O,R,,,1
Repeating,5048,2,ContactorStatus[36],,bitfield32,O,R,,,1
Repeating,5050,2,StringEvent1[36],,bitfield32,M,R,,,1
Repeating,5052,2,StringEvent2[36],,bitfield32,O,R,,,1
Repeating,5054,2,VendorStringEventBitfield1[36],,bitfield32,O,R,,,1
Repeating,5056,2,VendorStringEventBitfield2[36],,bitfield32,O,R,,,1
Repeating,5058,1,EnableDisableString[36],,enum16,O,RW,,,1
Repeating,5059,1,ConnectDisconnectString[36],,enum16,O,RW,,,1
Repeating,5060,1,Pad[36],,pad,M,R,,,1
Repeating,5061,1,Pad2[36],,pad,M,R,,,1
Repeating,5062,1,ModuleCount[37],,uint16,M,R,,,1
Repeating,5063,2,StringStatus[37],,bitfield32,M,R,,,1
Repeating,5065,1,ConnectionFailureReason[37],,enum16,O,R,,,1
Repeating,5066,1,StringStateofCharge[37],,uint16,M,R,SoC_SF,%,1
Repeating,5067,1,StringStateofHealth[37],,uint16,O,R,SoH_SF,%,1
Repeating,5068,1,StringCurrent[37],,sint16,M,R,A_SF,A,1
Repeating,5069,1,MaxCellVoltage[37],,uint16,M,R,CellV_SF,V,1
Repeating,5070,1,MaxCellVoltageModule[37],,uint16,O,R,,,1
Repeating,5071,1,MinCellVoltage[37],,uint16,M,R,CellV_SF,V,1
Repeating,5072,1,MinCellVoltageModule[37],,uint16,O,R,,,1
Repeating,5073,1,AverageCellVoltage[37],,uint16,M,R,CellV_SF,V,1
Repeating,5074,1,StrModTmpMax[37],,sint16,M,R,ModTmp_SF,C,1
Repeating,5075,1,StrModTmpMaxMod[37],,uint16,O,R,,,1
Repeating,5076,1,StrModTmpMin[37],,sint16,M,R,ModTmp_SF,C,1
Repeating,5077,1,StrModTmpMinMod[37],,uint16,O,R,,,1
Repeating,5078,1,StrModTmpAvg[37],,sint16,M,R,ModTmp_SF,C,1
Repeating,5079,1,DisabledReason[37],,enum16,O,R,,,1
Repeating,5080,2,ContactorStatus[37],,bitfield32,O,R,,,1
Repeating,5082,2,StringEvent1[37],,bitfield32,M,R,,,1
Repeating,5084,2,StringEvent2[37],,bitfield32,O,R,,,1
Repeating,5086,2,VendorStringEventBitfield1[37],,bitfield32,O,R,,,1
Repeating,5088,2,VendorStringEventBitfield2[37],,bitfield32,O,R,,,1
Repeating,5090,1,EnableDisableString[37],,enum16,O,RW,,,1
Repeating,5091,1,ConnectDisconnectString[37],,enum16,O,RW,,,1
Repeating,5092,1,Pad[37],,pad,M,R,,,1
Repeating,5093,1,Pad2[37],,pad,M,R,,,1
Repeating,5094,1,ModuleCount[38],,uint16,M,R,,,1
Repeating,5095,2,StringStatus[38],,bitfield32,M,R,,,1
Repeating,5097,1,ConnectionFailureReason[38],,enum16,O,R,,,1
Repeating,5098,1,StringStateofCharge[38],,uint16,M,R,SoC_SF,%,1
Repeating,5099,1,StringStateofHealth[38],,uint16,O,R,SoH_SF,%,1
Repeating,5100,1,StringCurrent[38],,sint16,M,R,A_SF,A,1
Repeating,5101,1,MaxCellVoltage[38],,uint16,M,R,CellV_SF,V,1
Repeating,5102,1,MaxCellVoltageModule[38],,uint16,O,R,,,1
Repeating,5103,1,MinCellVoltage[38],,uint16,M,R,CellV_SF,V,1
Repeating,5104,1,MinCellVoltageModule[38],,uint16,O,R,,,1
Repeating,5105,1,AverageCellVoltage[38],,uint16,M,R,CellV_SF,V,1
Repeating,5106,1,StrModTmpMax[38],,sint16,M,R,ModTmp_SF,C,1
Repeating,5107,1,StrModTmpMaxMod[38],,uint16,O,R,,,1
Repeating,5108,1,StrModTmpMin[38],,sint16,M,R,ModTmp_SF,C,1
Repeating,5109,1,StrModTmpMinMod[38],,uint16,O,R,,,1
Repeating,5110,1,StrModTmpAvg[38],,sint16,M,R,ModTmp_SF,C,1
Repeating,5111,1,DisabledReason[38],,enum16,O,R,,,1
Repeating,5112,2,ContactorStatus[38],,bitfield32,O,R,,,1
Repeating,5114,2,StringEvent1[38],,bitfield32,M,R,,,1
Repeating,5116,2,StringEvent2[38],,bitfield32,O,R,,,1
Repeating,5118,2,VendorStringEventBitfield1[38],,bitfield32,O,R,,,1
Repeating,5120,2,VendorStringEventBitfield2[38],,bitfield32,O,R,,,1
Repeating,5122,1,EnableDisableString[38],,enum16,O,RW,,,1
Repeating,5123,1,ConnectDisconnectString[38],,enum16,O,RW,,,1
Repeating,5124,1,Pad[38],,pad,M,R,,,1
Repeating,5125,1,Pad2[38],,pad,M,R,,,1
Repeating,5126,1,ModuleCount[39],,uint16,M,R,,,1
Repeating,5127,2,StringStatus[39],,bitfield32,M,R,,,1
Repeating,5129,1,ConnectionFailureReason[39],,enum16,O,R,,,1
Repeating,5130,1,StringStateofCharge[39],,uint16,M,R,SoC_SF,%,1
Repeating,5131,1,StringStateofHealth[39],,uint16,O,R,SoH_SF,%,1
Repeating,5132,1,StringCurrent[39],,sint16,M,R,A_SF,A,1
Repeating,5133,1,MaxCellVoltage[39],,uint16,M,R,CellV_SF,V,1
Repeating,5134,1,MaxCellVoltageModule[39],,uint16,O,R,,,1
Repeating,5135,1,MinCellVoltage[39],,uint16,M,R,CellV_SF,V,1
Repeating,5136,1,MinCellVoltageModule[39],,uint16,O,R,,,1
Repeating,5137,1,AverageCellVoltage[39],,uint16,M,R,CellV_SF,V,1
Repeating,5138,1,StrModTmpMax[39],,sint16,M,R,ModTmp_SF,C,1
Repeating,5139,1,StrModTmpMaxMod[39],,uint16,O,R,,,1
Repeating,5140,1,StrModTmpMin[39],,sint16,M,R,ModTmp_SF,C,1
Repeating,5141,1,StrModTmpMinMod[39],,uint16,O,R,,,1
Repeating,5142,1,StrModTmpAvg[39],,sint16,M,R,ModTmp_SF,C,1
Repeating,5143,1,DisabledReason[39],,enum16,O,R,,,1
Repeating,5144,2,ContactorStatus[39],,bitfield32,O,R,,,1
Repeating,5146,2,StringEvent1[39],,bitfield32,M,R,,,1
Repeating,5148,2,StringEvent2[39],,bitfield32,O,R,,,1
Repeating,5150,2,VendorStringEventBitfield1[39],,bitfield32,O,R,,,1
Repeating,5152,2,VendorStringEventBitfield2[39],,bitfield32,O,R,,,1
Repeating,5154,1,EnableDisableString[39],,enum16,O,RW,,,1
Repeating,5155,1,ConnectDisconnectString[39],,enum16,O,RW,,,1
Repeating,5156,1,Pad[39],,pad,M,R,,,1
Repeating,5157,1,Pad2[39],,pad,M,R,,,1
Repeating,5158,1,ModuleCount[40],,uint16,M,R,,,1
Repeating,5159,2,StringStatus[40],,bitfield32,M,R,,,1
Repeating,5161,1,ConnectionFailureReason[40],,enum16,O,R,,,1
Repeating,5162,1,StringStateofCharge[40],,uint16,M,R,SoC_SF,%,1
Repeating,5163,1,StringStateofHealth[40],,uint16,O,R,SoH_SF,%,1
Repeating,5164,1,StringCurrent[40],,sint16,M,R,A_SF,A,1
Repeating,5165,1,MaxCellVoltage[40],,uint16,M,R,CellV_SF,V,1
Repeating,5166,1,MaxCellVoltageModule[40],,uint16,O,R,,,1
Repeating,5167,1,MinCellVoltage[40],,uint16,M,R,CellV_SF,V,1
Repeating,5168,1,MinCellVoltageModule[40],,uint16,O,R,,,1
Repeating,5169,1,AverageCellVoltage[40],,uint16,M,R,CellV_SF,V,1
Repeating,5170,1,StrModTmpMax[40],,sint16,M,R,ModTmp_SF,C,1
Repeating,5171,1,StrModTmpMaxMod[40],,uint16,O,R,,,1
Repeating,5172,1,StrModTmpMin[40],,sint16,M,R,ModTmp_SF,C,1
Repeating,5173,1,StrModTmpMinMod[40],,uint16,O,R,,,1
Repeating,5174,1,StrModTmpAvg[40],,sint16,M,R,ModTmp_SF,C,1
Repeating,5175,1,DisabledReason[40],,enum16,O,R,,,1
Repeating,5176,2,ContactorStatus[40],,bitfield32,O,R,,,1
Repeating,5178,2,StringEvent1[40],,bitfield32,M,R,,,1
Repeating,5180,2,StringEvent2[40],,bitfield32,O,R,,,1
Repeating,5182,2,VendorStringEventBitfield1[40],,bitfield32,O,R,,,1
Repeating,5184,2,VendorStringEventBitfield2[40],,bitfield32,O,R,,,1
Repeating,5186,1,EnableDisableString[40],,enum16,O,RW,,,1
Repeating,5187,1,ConnectDisconnectString[40],,enum16,O,RW,,,1
Repeating,5188,1,Pad[40],,pad,M,R,,,1
Repeating,5189,1,Pad2[40],,pad,M,R,,,1
Header,5190,1,"ID ""LithiumIonBatteryBankModel""",803,uint16,M,R,,,1
Header,5191,1,Length,1306,uint16,M,R,,,1
Fixed,5192,1,StringCount,,uint16,M,R,,,1
Fixed,5193,1,ConnectedStringCount,,uint16,M,R,,,1
Fixed,5194,1,MaxModuleTemperature,,sint16,M,R,ModTmp_SF,,1
Fixed,5195,1,MaxModuleTemperatureString,,uint16,O,R,,,1
Fixed,5196,1,MaxModuleTemperatureModule,,uint16,O,R,,,1
Fixed,5197,1,MinModuleTemperature,,sint16,M,R,ModTmp_SF,C,1
Fixed,5198,1,MinModuleTemperatureString,,uint16,O,R,,,1
Fixed,5199,1,MinModuleTemperatureModule,,uint16,O,R,,,1
Fixed,5200,1,AverageModuleTemperature,,sint16,O,R,ModTmp_SF,C,1
Fixed,5201,1,MaxStringVoltage,,uint16,O,R,V_SF,V,1
Fixed,5202,1,MaxStringVoltageString,,uint16,O,R,,,1
Fixed,5203,1,MinStringVoltage,,uint16,O,R,V_SF,V,1
Fixed,5204,1,MinStringVoltageString,,uint16,O,R,,,1
Fixed,5205,1,AverageStringVoltage,,uint16,O,R,V_SF,V,1
Fixed,5206,1,MaxStringCurrent,,sint16,O,R,A_SF,A,1
Fixed,5207,1,MaxStringCurrentString,,uint16,O,R,,,1
Fixed,5208,1,MinStringCurrent,,sint16,O,R,A_SF,A,1
Fixed,5209,1,MinStringCurrentString,,uint16,O,R,,,1
Fixed,5210,1,AverageStringCurrent,,sint16,O,R,A_SF,A,1
Fixed,5211,1,BatteryCellBalancingCount,,uint16,O,R,,,1
Fixed,5212,1,CellV_SF,,scalefactor,M,R,,,1
Fixed,5213,1,ModTmp_SF,,scalefactor,M,R,,,1
Fixed,5214,1,A_SF,,scalefactor,M,R,,,1
Fixed,5215,1,SoH_SF,,scalefactor,O,R,,,1
Fixed,5216,1,SoC_SF,,scalefactor,M,R,,,1
Fixed,5217,1,V_SF,,scalefactor,O,R,,,1
Repeating,5218,1,ModuleCount[1],,uint16,M,R,,,1
Repeating,5219,2,StringStatus[1],,bitfield32,M,R,,,1
Repeating,5221,1,ConnectionFailureReason[1],,enum16,O,R,,,1
Repeating,5222,1,StringStateofCharge[1],,uint16,M,R,SoC_SF,%,1
Repeating,5223,1,StringStateofHealth[1],,uint16,O,R,SoH_SF,%,1
Repeating,5224,1,StringCurrent[1],,sint16,M,R,A_SF,A,1
Repeating,5225,1,MaxCellVoltage[1],,uint16,M,R,CellV_SF,V,1
Repeating,5226,1,MaxCellVoltageModule[1],,uint16,O,R,,,1
Repeating,5227,1,MinCellVoltage[1],,uint16,M,R,CellV_SF,V,1
Repeating,5228,1,MinCellVoltageModule[1],,uint16,O,R,,,1
Repeating,5229,1,AverageCellVoltage[1],,uint16,M,R,CellV_SF,V,1
Repeating,5230,1,StrModTmpMax[1],,sint16,M,R,ModTmp_SF,C,1
Repeating,5231,1,StrModTmpMaxMod[1],,uint16,O,R,,,1
Repeating,5232,1,StrModTmpMin[1],,sint16,M,R,ModTmp_SF,C,1
Repeating,5233,1,StrModTmpMinMod[1],,uint16,O,R,,,1
Repeating,5234,1,StrModTmpAvg[1],,sint16,M,R,ModTmp_SF,C,1
Repeating,5235,1,DisabledReason[1],,enum16,O,R,,,1
Repeating,5236,2,ContactorStatus[1],,bitfield32,O,R,,,1
Repeating,5238,2,StringEvent1[1],,bitfield32,M,R,,,1
Repeating,5240,2,StringEvent2[1],,bitfield32,O,R,,,1
Repeating,5242,2,VendorStringEventBitfield1[1],,bitfield32,O,R,,,1
Repeating,5244,2,VendorStringEventBitfield2[1],,bitfield32,O,R,,,1
Repeating,5246,1,EnableDisableString[1],,enum16,O,RW,,,1
Repeating,5247,1,ConnectDisconnectString[1],,enum16,O,RW,,,1
Repeating,5248,1,Pad[1],,pad,M,R,,,1
Repeating,5249,1,Pad2[1],,pad,M,R,,,1
Repeating,5250,1,ModuleCount[2],,uint16,M,R,,,1
Repeating,5251,2,StringStatus[2],,bitfield32,M,R,,,1
Repeating,5253,1,ConnectionFailureReason[2],,enum16,O,R,,,1
Repeating,5254,1,StringStateofCharge[2],,uint16,M,R,SoC_SF,%,1
Repeating,5255,1,StringStateofHealth[2],,uint16,O,R,SoH_SF,%,1
Repeating,5256,1,StringCurrent[2],,sint16,M,R,A_SF,A,1
Repeating,5257,1,MaxCellVoltage[2],,uint16,M,R,CellV_SF,V,1
Repeating,5258,1,MaxCellVoltageModule[2],,uint16,O,R,,,1
Repeating,5259,1,MinCellVoltage[2],,uint16,M,R,CellV_SF,V,1
Repeating,5260,1,MinCellVoltageModule[2],,uint16,O,R,,,1
Repeating,5261,1,AverageCellVoltage[2],,uint16,M,R,CellV_SF,V,1
Repeating,5262,1,StrModTmpMax[2],,sint16,M,R,ModTmp_SF,C,1
Repeating,5263,1,StrModTmpMaxMod[2],,uint16,O,R,,,1
Repeating,5264,1,StrModTmpMin[2],,sint16,M,R,ModTmp_SF,C,1
Repeating,5265,1,StrModTmpMinMod[2],,uint16,O,R,,,1
Repeating,5266,1,StrModTmpAvg[2],,sint16,M,R,ModTmp_SF,C,1
Repeating,5267,1,DisabledReason[2],,enum16,O,R,,,1
Repeating,5268,2,ContactorStatus[2],,bitfield32,O,R,,,1
Repeating,5270,2,StringEvent1[2],,bitfield32,M,R,,,1
Repeating,5272,2,StringEvent2[2],,bitfield32,O,R,,,1
Repeating,5274,2,VendorStringEventBitfield1[2],,bitfield32,O,R,,,1
Repeating,5276,2,VendorStringEventBitfield2[2],,bitfield32,O,R,,,1
Repeating,5278,1,EnableDisableString[2],,enum16,O,RW,,,1
Repeating,5279,1,ConnectDisconnectString[2],,enum16,O,RW,,,1
Repeating,5280,1,Pad[2],,pad,M,R,,,1
Repeating,5281,1,Pad2[2],,pad,M,R,,,1
Repeating,5282,1,ModuleCount[3],,uint16,M,R,,,1
Repeating,5283,2,StringStatus[3],,bitfield32,M,R,,,1
Repeating,5285,1,ConnectionFailureReason[3],,enum16,O,R,,,1
Repeating,5286,1,StringStateofCharge[3],,uint16,M,R,SoC_SF,%,1
Repeating,5287,1,StringStateofHealth[3],,uint16,O,R,SoH_SF,%,1
Repeating,5288,1,StringCurrent[3],,sint16,M,R,A_SF,A,1
Repeating,5289,1,MaxCellVoltage[3],,uint16,M,R,CellV_SF,V,1
Repeating,5290,1,MaxCellVoltageModule[3],,uint16,O,R,,,1
Repeating,5291,1,MinCellVoltage[3],,uint16,M,R,CellV_SF,V,1
Repeating,5292,1,MinCellVoltageModule[3],,uint16,O,R,,,1
Repeating,5293,1,AverageCellVoltage[3],,uint16,M,R,CellV_SF,V,1
Repeating,5294,1,StrModTmpMax[3],,sint16,M,R,ModTmp_SF,C,1
Repeating,5295,1,StrModTmpMaxMod[3],,uint16,O,R,,,1
Repeating,5296,1,StrModTmpMin[3],,sint16,M,R,ModTmp_SF,C,1
Repeating,5297,1,StrModTmpMinMod[3],,uint16,O,R,,,1
Repeating,5298,1,StrModTmpAvg[3],,sint16,M,R,ModTmp_SF,C,1
Repeating,5299,1,DisabledReason[3],,enum16,O,R,,,1
Repeating,5300,2,ContactorStatus[3],,bitfield32,O,R,,,1
Repeating,5302,2,StringEvent1[3],,bitfield32,M,R,,,1
Repeating,5304,2,StringEvent2[3],,bitfield32,O,R,,,1
Repeating,5306,2,VendorStringEventBitfield1[3],,bitfield32,O,R,,,1
Repeating,5308,2,VendorStringEventBitfield2[3],,bitfield32,O,R,,,1
Repeating,5310,1,EnableDisableString[3],,enum16,O,RW,,,1
Repeating,5311,1,ConnectDisconnectString[3],,enum16,O,RW,,,1
Repeating,5312,1,Pad[3],,pad,M,R,,,1
Repeating,5313,1,Pad2[3],,pad,M,R,,,1
Repeating,5314,1,ModuleCount[4],,uint16,M,R,,,1
Repeating,5315,2,StringStatus[4],,bitfield32,M,R,,,1
Repeating,5317,1,ConnectionFailureReason[4],,enum16,O,R,,,1
Repeating,5318,1,StringStateofCharge[4],,uint16,M,R,SoC_SF,%,1
Repeating,5319,1,StringStateofHealth[4],,uint16,O,R,SoH_SF,%,1
Repeating,5320,1,StringCurrent[4],,sint16,M,R,A_SF,A,1
Repeating,5321,1,MaxCellVoltage[4],,uint16,M,R,CellV_SF,V,1
Repeating,5322,1,MaxCellVoltageModule[4],,uint16,O,R,,,1
Repeating,5323,1,MinCellVoltage[4],,uint16,M,R,CellV_SF,V,1
Repeating,5324,1,MinCellVoltageModule[4],,uint16,O,R,,,1
Repeating,5325,1,AverageCellVoltage[4],,uint16,M,R,CellV_SF,V,1
Repeating,5326,1,StrModTmpMax[4],,sint16,M,R,ModTmp_SF,C,1
Repeating,5327,1,StrModTmpMaxMod[4],,uint16,O,R,,,1
Repeating,5328,1,StrModTmpMin[4],,sint16,M,R,ModTmp_SF,C,1
Repeating,5329,1,StrModTmpMinMod[4],,uint16,O,R,,,1
Repeating,5330,1,StrModTmpAvg[4],,sint16,M,R,ModTmp_SF,C,1
Repeating,5331,1,DisabledReason[4],,enum16,O,R,,,1
Repeating,5332,2,ContactorStatus[4],,bitfield32,O,R,,,1
Repeating,5334,2,StringEvent1[4],,bitfield32,M,R,,,1
Repeating,5336,2,StringEvent2[4],,bitfield32,O,R,,,1
Repeating,5338,2,VendorStringEventBitfield1[4],,bitfield32,O,R,,,1
Repeating,5340,2,VendorStringEventBitfield2[4],,bitfield32,O,R,,,1
Repeating,5342,1,EnableDisableString[4],,enum16,O,RW,,,1
Repeating,5343,1,ConnectDisconnectString[4],,enum16,O,RW,,,1
Repeating,5344,1,Pad[4],,pad,M,R,,,1
Repeating,5345,1,Pad2[4],,pad,M,R,,,1
Repeating,5346,1,ModuleCount[5],,uint16,M,R,,,1
Repeating,5347,2,StringStatus[5],,bitfield32,M,R,,,1
Repeating,5349,1,ConnectionFailureReason[5],,enum16,O,R,,,1
